index,name,generation,locomotion_fitness,manipulation_fitness,entered_population,final_name,genome,Final mean reward,tracking_lin_vel,tracking_ang_vel,lin_vel_z,ang_vel_xy,base_height,action_rate,torques,dof_vel,energy,similar_to_default,contact,contact_forces,feet_slide,swing_feet_z,orientation,dof_acc,undesired_contacts
1,g000_p000,0,193.23,89.05,1,g032_p037,"[0.4,0.3,0.2,0.1,0.4,-0.0,-0.0,1.57,0.1,0.0,0.0,1.57,2.0933333333,1.57,0.1,0.0,0.1,1.57,-1.0466666667,-0.0,0.2,0.0,0.0,-0.0,-0.0,-1.0466666667,0.3,0.0,0.0,-0.0,-0.0,1.57,0.1,0.0,0.0,1.57,0.5233333333,-0.0,0.2,0.0,0.0,-0.0,-0.0,-1.0466666667,0.4,0.0,0.0]",193.225470123,3.95280623436,1.98250889778,-0.0636005625129,-0.0129680139944,-0.00616043340415,-0.108146235347,-0.0356973260641,-0.0418164990842,-0.00428723962978,0,1.38069665432,-0.0818090736866,-0.0249239411205,2.30905771255,-0.00660023186356,-0.0678908526897,
2,g000_p001,0,177.23,64.99,1,g001_p030,"[0.2,0.2,0.4,0.1,0.7,-0.0,-0.0,1.57,0.1,0.0,0.0,1.57,-0.0,-0.0,0.2,0.0,0.0,-0.0,-0.0,-1.57,0.2,0.0,0.0,-0.0,-0.0,-0.0,0.3,0.0,0.0,-0.0,-0.0,1.57,0.1,0.0,0.0,1.57,-0.0,-0.0,0.3,0.0,0.0,-0.0,-0.0,3.14,0.0,0.5,0.0]",177.231526108,3.89315032959,1.95306372643,-0.038034632802,-0.0219921730459,-0.0101475035772,-0.14699986577,-0.0533896014094,-0.0332071781158,-0.00472547486424,0,1.25823974609,-0.0395377725363,-0.0183106698096,1.86264967918,-0.00922281108797,-0.0460721552372,
3,g000_p002,0,185.4,68.13,1,g004_p049,"[0.3,0.6,0.2,0.1,0.4,-0.0,1.57,-0.0,0.1,0.0,0.0,1.57,-0.0,-0.0,0.0,0.2,0.0,-0.0,-0.0,-0.0,0.2,0.0,0.0,-0.0,-0.0,-0.0,0.2,0.0,0.0,-0.0,1.57,-0.0,0.1,0.0,0.0,-1.57,-0.0,-0.0,0.0,0.3,0.0,-0.0,-0.0,-0.0,0.4,0.0,0.0]",185.395578613,3.87317466736,1.97122597694,-0.0385439023376,-0.0105767324567,-0.00584610318765,-0.153006628156,-0.0432178527117,-0.0447845980525,-0.00431747036055,0,1.2927043438,-0.0249854829162,-0.0262905061245,2.02269983292,-0.00666014943272,-0.0691763311625,
4,g000_p003,0,103.51,72.43,0,0,"[1.0,0.5,0.2,0.4,0.6,-0.0,-0.0,1.57,0.1,0.0,0.0,1.57,-0.0,-0.0,0.2,0.0,0.0,1.57,-0.0,-0.0,0.2,0.0,0.0,-0.0,-1.57,-0.0,0.3,0.0,0.0,-0.0,-0.0,1.57,0.1,0.0,0.0,1.57,-0.0,-0.0,0.3,0.0,0.0,-0.0,-0.0,3.14,0.0,0.4,0.0]",103.512834091,1.25211977959,1.29553675652,-0.00312387663871,-0.00235151872039,-0.317827820778,-0.089924864471,-0.0671538040042,-0.0106543581933,-0.00116768188309,0,1.13582360744,-0.00243101990782,-0.0063833030872,1.6213748455,-0.11235358566,-0.0134844705462,
5,g000_p004,0,176.58,59.03,1,g001_p037,"[0.4,0.4,0.4,0.2,0.6,-0.0,1.57,-0.0,0.1,0.0,0.0,-0.0,1.57,-0.0,0.0,0.2,0.0,-0.0,-1.57,-0.0,0.2,0.0,0.0,-0.0,-0.0,-0.0,0.2,0.0,0.0,-0.0,1.57,-0.0,0.1,0.0,0.0,-0.0,1.57,-0.0,0.0,0.3,0.0,1.57,-0.0,-0.0,0.0,0.4,0.0]",176.582303963,3.89289569855,1.94983959198,-0.0559759959579,-0.0545073375106,-0.0132322190329,-0.166020646691,-0.0433364808559,-0.0537941679358,-0.00611074641347,0,1.12613940239,-0.0619626119733,-0.0102839805186,2.18551230431,-0.0306611321867,-0.0644331127405,
6,g000_p005,0,141.59,56.31,0,0,"[0.6,0.6,0.2,0.2,0.7,-0.0,-0.0,1.57,0.1,0.0,0.0,1.57,-0.0,-0.0,0.2,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.3,0.0,-0.0,-0.0,-1.57,0.5,0.0,0.0,-0.0,-0.0,1.57,0.3,0.0,0.0,1.57,-0.0,-0.0,0.0,0.3,0.0,-0.0,-0.0,-1.57,0.5,0.0,0.0]",141.592952957,1.94830298424,1.71622300148,-0.0559644401073,-0.0131389973685,-0.148750424385,-0.197789490223,-0.0728682726622,-0.0430006943643,-0.00902165006846,0,1.79858398438,-0.0213261917233,-0.0816762670875,1.9352325201,-0.0146780563518,-0.062056761235,
7,g000_p006,0,177.63,76.85,1,g002_p030,"[0.2,0.2,0.4,0.2,0.4,-0.0,-0.0,1.57,0.1,0.0,0.0,-0.0,1.57,-0.0,0.0,0.0,0.1,1.57,-0.0,-0.0,0.0,0.3,0.0,1.57,-0.0,-0.0,0.5,0.0,0.0,-0.0,-0.0,1.57,0.1,0.0,0.0,-0.0,1.57,-0.0,0.0,0.0,0.3,1.57,-0.0,-0.0,0.5,0.0,0.0]",177.631084938,3.83495950699,1.95849490166,-0.0396060608327,-0.0261790566146,-0.00169405085035,-0.0768288373947,-0.0379772000015,-0.0373172089458,-0.00433167209849,0,1.51936852932,-0.00526748225093,-0.00209187017754,2.84348726273,-0.00801467616111,-0.0405345223844,
8,g000_p007,0,184.94,53.35,1,g002_p047,"[0.6,0.3,0.2,0.1,0.4,-0.0,1.57,-0.0,0.1,0.0,0.0,-0.0,1.57,-0.0,0.0,0.0,0.1,1.57,-0.0,-0.0,0.2,0.0,0.0,-0.0,-0.0,1.57,0.3,0.0,0.0,-0.0,1.57,-0.0,0.1,0.0,0.0,-1.57,-0.0,-0.0,0.0,0.3,0.0,-0.0,-0.0,-0.0,0.4,0.0,0.0]",184.938949676,3.90692281723,1.97154045105,-0.0446161739528,-0.0115402070805,-0.00682580238208,-0.177196606994,-0.0416340976954,-0.0383005365729,-0.00420607160777,0,1.30617272854,-0.0147054707631,-0.0389990769327,2.14369535446,-0.00346182845533,-0.0798530876637,
9,g000_p008,0,161.75,78.17,1,g001_p031,"[0.6,0.6,0.2,0.1,0.8,-0.0,1.57,1.57,0.0,0.0,0.1,-1.57,-1.57,-1.57,0.0,0.0,0.1,1.57,-0.0,-0.0,0.2,0.0,0.0,-0.0,-0.0,1.57,0.2,0.0,0.0,-0.0,1.57,-0.0,0.1,0.0,0.0,-0.0,-0.0,1.57,0.2,0.0,0.0,-0.0,-0.0,-1.57,0.2,0.0,0.0]",161.753349915,3.74587774277,1.92442071438,-0.127923935652,-0.223948866129,-0.00550724472851,-0.212358042598,-0.0407641679049,-0.0569404475391,-0.0074602002278,0,1.09781908989,-0.0130475610495,-0.0104517303407,1.75096690655,-0.0711998268962,-0.137084230781,
10,g000_p009,0,111.43,84.95,1,g001_p035,"[0.3,0.3,0.2,0.2,0.3,-0.0,-0.0,1.57,0.1,0.0,0.0,-0.0,1.57,-0.0,0.0,0.0,0.1,1.57,-0.0,-0.0,0.0,0.2,0.0,-0.0,-0.0,-0.0,0.2,0.0,0.0,3.14,-0.0,1.57,0.0,0.0,0.3,1.57,-0.0,-0.0,0.2,0.0,0.0,-0.0,-0.0,1.57,0.2,0.0,0.0]",111.431860466,1.21241116524,1.67384815216,-0.0231148134917,-0.00625383434817,-0.0848309621215,-0.087602853775,-0.0430569201708,-0.0256669931114,-0.0020144386217,0,0.997314453125,-0.000815597537439,-5.41679291928e-05,1.72678089142,-0.0455210208893,-0.026283916086,
11,g000_p010,0,116.26,51.25,0,0,"[0.2,0.3,0.4,0.4,0.4,-0.0,-0.0,1.57,0.1,0.0,0.0,-0.0,1.57,-0.0,0.2,0.0,0.1,1.57,-0.0,-0.0,0.0,0.2,0.0,1.57,-0.0,-0.0,0.5,0.0,0.1,-0.0,-0.0,1.57,0.1,0.0,0.0,-0.0,1.57,-0.0,0.0,0.0,0.3,1.57,-0.0,-0.0,0.5,0.0,0.0]",116.255196743,1.67466330528,1.57959151268,-0.0918075963855,-0.0214669611305,-0.386053979397,-0.115199506283,-0.0645778700709,-0.0212795194238,-0.00316274235956,0,1.44997155666,-0.033466052264,-0.0110622588545,1.60844707489,-0.0247089378536,-0.0366235524416,
12,g000_p011,0,184.86,90.31,1,g004_p042,"[0.4,0.4,0.4,0.1,0.6,-0.0,1.57,-0.0,0.1,0.0,0.0,-0.0,1.57,-0.0,0.0,0.2,0.0,-0.0,-1.57,-0.0,0.2,0.0,0.0,-0.0,-0.0,-0.0,0.2,0.0,0.0,-0.0,1.57,-0.0,0.1,0.0,0.1,-0.0,1.57,-0.0,0.0,0.3,0.0,1.57,-0.0,-0.0,0.0,0.5,0.0]",184.855567017,3.89026522636,1.94846010208,-0.133273661137,-0.035874247551,-0.018498448655,-0.173306465149,-0.0438540875912,-0.0522240623832,-0.00622322410345,0,1.47444665432,-0.0671926289797,-0.0447972677648,2.21080231667,-0.0307793579996,-0.0723540112376,
13,g000_p012,0,112.95,61.39,0,0,"[0.2,0.2,0.4,0.1,0.7,-0.0,-0.0,1.57,0.1,0.0,0.0,1.57,-0.0,-0.0,0.2,0.0,0.0,-0.0,-0.0,-1.57,0.2,0.0,0.0,-0.0,-0.0,-0.0,0.3,0.0,0.0,-0.0,-0.0,1.57,0.1,0.0,0.0,1.57,-0.0,-0.0,0.3,0.2,0.0,-0.0,-0.0,3.14,0.0,0.5,0.0]",112.954832916,1.26692187786,1.33338725567,-0.021048894152,-0.00364571716636,-0.0266474448144,-0.0384094193578,-0.0391232334077,-0.0116410879418,-0.00097197847208,0,1.38012695312,-0.00105489371344,-0.000382944650482,2.40501356125,-0.0193023066968,-0.00733335316181,
14,g000_p013,0,132.02,84.31,1,g002_p043,"[0.6,0.6,0.2,0.2,0.7,-0.0,-0.0,1.57,0.1,0.0,0.0,1.57,-0.0,-0.0,0.2,0.0,0.2,-0.0,-0.0,-0.0,0.0,0.3,0.0,-0.0,-0.0,-1.57,0.5,0.0,0.0,-0.0,-0.0,1.57,0.1,0.0,0.2,1.57,-0.0,-0.0,0.1,0.3,0.0,-0.0,-0.0,-1.57,0.5,0.0,0.0]",132.021385498,1.27763366699,1.53377091885,-0.00721196550876,-0.00130811100826,-0.141855180264,-0.0841165706515,-0.0349168479443,-0.0324899628758,-0.00322388368659,0,1.28287768364,-0.0051778042689,-0.0202488563955,2.25348496437,-0.00077245401917,-0.02938234061,
15,g000_p014,0,147.62,55.97,0,0,"[0.1,0.2,0.4,0.1,0.7,-0.0,-0.0,1.57,0.1,0.0,0.0,1.57,-0.0,-0.0,0.2,0.0,0.0,-0.0,-0.0,-1.57,0.2,0.0,0.0,-0.0,-0.0,-0.0,0.3,0.0,0.0,-0.0,-0.0,1.57,0.1,0.0,0.0,1.57,-0.0,-0.0,0.4,0.0,0.2,-0.0,-0.0,3.14,0.0,0.5,0.1]",147.622568328,3.52764105797,1.71622169018,-0.108931921422,-0.0426596701145,-0.00538987806067,-0.207325324416,-0.0572825223207,-0.029370745644,-0.00426606927067,0,1.06402587891,-0.00717672239989,-0.00830813497305,1.61554789543,-0.0641938596964,-0.0425192341208,
16,g000_p015,0,105.6,55.22,0,0,"[1.0,0.5,0.3,0.4,0.8,-0.0,-0.0,1.57,0.1,0.0,0.0,1.57,-0.0,-0.0,0.2,0.0,0.0,1.57,-0.0,-0.0,0.2,0.0,0.0,-0.0,-1.57,-0.0,0.4,0.0,0.0,-0.0,-0.0,1.57,0.1,0.0,0.0,1.57,-0.0,-0.0,0.3,0.0,0.0,-0.0,-0.0,3.14,0.0,0.4,0.1]",105.596836548,1.25730395317,1.29129433632,-0.00127828423865,-0.000212253653444,-0.509143829346,-0.0922601148486,-0.0785273760557,-0.0100646968931,-0.00112760253251,0,1.52042651176,-0.033066123724,-0.0107694324106,1.56681442261,-0.00883617252111,-0.0157167837024,
17,g000_p016,0,176.01,99.36,1,g006_p049,"[0.2,0.2,0.4,0.1,0.7,-0.0,-0.0,1.57,0.1,0.0,0.0,1.57,-0.0,-0.0,0.2,0.0,0.1,-0.0,-0.0,-1.57,0.2,0.0,0.0,-0.0,-0.0,-0.0,0.3,0.0,0.0,-0.0,-0.0,1.57,0.3,0.0,0.2,1.57,-0.0,-0.0,0.3,0.0,0.0,-0.0,-0.0,3.14,0.0,0.6,0.0]",176.005754776,3.82410526276,1.93471169472,-0.0551192574203,-0.0212775021791,-0.0556514970958,-0.146931707859,-0.0546143949032,-0.0295646917075,-0.00441932631657,0,1.15830492973,-0.0190267842263,-0.0135567290708,1.91675162315,-0.0189811773598,-0.0358268879354,
18,g000_p017,0,141.6,91.79,1,g003_p045,"[0.4,0.2,0.4,0.2,0.6,-0.0,1.57,-0.0,0.3,0.1,0.0,-0.0,1.57,-0.0,0.0,0.2,0.0,-0.0,-1.57,-0.0,0.2,0.0,0.0,-0.0,-0.0,-0.0,0.2,0.0,0.0,-0.0,1.57,-0.0,0.1,0.0,0.0,-0.0,1.57,-0.0,0.0,0.3,0.0,1.57,-0.0,-0.0,0.0,0.4,0.0]",141.601268005,2.89520072937,1.76413583755,-0.139485955238,-0.0765454769135,-0.269901692867,-0.173947185278,-0.0474544987082,-0.0462466292083,-0.00547134503722,0,1.64717614651,-0.0746468231082,-0.0186970289797,2.65554881096,-0.0795469731092,-0.068271458149,
19,g000_p018,0,187.68,62.5,1,g003_p036,"[0.2,0.3,0.3,0.1,0.9,-0.0,-0.0,1.57,0.1,0.0,0.0,1.57,-0.0,-0.0,0.2,0.0,0.0,-0.0,-0.0,-1.57,0.2,0.0,0.0,-0.0,-0.0,-0.0,0.3,0.0,0.0,-0.0,-0.0,1.57,0.1,0.0,0.0,1.57,-0.0,-0.0,0.3,0.0,0.0,-0.0,-0.0,3.14,0.0,0.5,0.0]",187.683205719,3.95446157455,1.97951006889,-0.0223508384079,-0.0186595227569,-0.0117113925517,-0.108763955534,-0.0466141849756,-0.0344072654843,-0.00434461794794,0,1.2677205801,-0.040955491364,-0.0201370920986,2.08623361588,-0.00716917729005,-0.041637878865,
20,g000_p019,0,104.38,81.81,1,g001_p041,"[1.0,0.5,0.2,0.2,0.6,-0.0,-0.0,1.57,0.1,0.0,0.0,1.57,-0.0,-0.0,0.3,0.0,0.0,1.57,-0.0,-0.0,0.2,0.0,0.1,-0.0,-1.57,-0.0,0.1,0.2,0.0,-0.0,-0.0,1.57,0.1,0.0,0.0,1.57,-0.0,-0.0,0.4,0.0,0.0,-0.0,-0.0,3.14,0.0,0.4,0.0]",104.379961281,1.25488328934,1.29885721207,-0.00256126141176,-0.00056317722192,-0.37188398838,-0.073614642024,-0.0736668929458,-0.00938856974244,-0.000972548848949,0,1.15625,-0.00198241067119,-0.00529636396095,1.59940886497,-0.0589370802045,-0.018074400723,
21,g000_p020,0,110.96,81.08,1,g001_p042,"[1.0,0.5,0.2,0.2,0.6,-0.5233333333,-0.0,1.57,0.1,0.0,0.0,1.0466666667,-0.0,-0.0,0.2,0.0,0.0,1.57,-0.0,-0.0,0.2,0.0,0.0,-0.0,-1.57,-0.0,0.3,0.0,0.0,-0.0,-0.0,1.57,0.1,0.0,0.0,1.57,-0.0,-0.0,0.3,0.0,0.0,-0.0,-0.0,3.14,0.0,0.4,0.0]",110.959238586,1.30066013336,1.36867070198,-0.0122958030552,-0.00307965744287,-0.275590837002,-0.153335392475,-0.0859512686729,-0.0160216018558,-0.00238475948572,0,1.38753259182,-0.0125787314028,-0.0222150832415,1.57476425171,-0.0629137679935,-0.0345939993858,
22,g000_p021,0,116.39,57.38,0,0,"[0.6,0.6,0.2,0.2,0.7,-0.0,1.0466666667,1.57,0.1,0.0,0.0,2.6166666667,1.0466666667,-0.0,0.2,0.0,0.0,-0.0,-1.0466666667,-0.0,0.0,0.3,0.0,-0.0,-0.0,-1.57,0.5,0.0,0.0,-0.0,-0.0,1.57,0.3,0.0,0.0,1.57,-0.0,-0.0,0.0,0.3,0.0,-0.0,-0.0,-2.6166666667,0.5,0.0,0.0]",116.385960541,1.29909133911,1.74356770515,-0.0247777607292,-0.00719569995999,-0.39301520586,-0.077668145299,-0.0362019613385,-0.0413236282766,-0.00491211516783,0,1.00138354301,-0.000704189413227,-0.000353613955667,2.16918611526,-0.367699444294,-0.0281471516937,
23,g000_p022,0,109.0,66.49,0,0,"[0.2,0.2,0.4,0.1,0.7,-0.0,-0.0,1.57,0.1,0.0,0.0,1.57,-0.0,-0.0,0.2,0.0,0.0,-0.0,-0.0,-1.57,0.2,0.0,0.0,-0.0,-0.0,-0.0,0.3,0.0,0.0,-0.0,-0.0,1.57,0.1,0.0,0.0,1.57,-0.0,-0.0,0.3,0.0,0.0,-1.0466666667,0.5233333333,3.14,0.0,0.5,0.0]",109.002731056,1.29682970047,1.52996230125,-0.0242449715734,-0.0106237586588,-0.363247156143,-0.10831990093,-0.0493070781231,-0.0165076330304,-0.00193370250054,0,1.13647460938,-0.000395518902224,-0.0143999252468,1.65986001492,-0.0812391862273,-0.0309654921293,
24,g000_p023,0,183.4,111.06,1,g010_p024,"[0.2,0.2,0.4,0.1,0.7,-0.5233333333,-0.0,1.57,0.1,0.0,0.0,1.57,-0.0,-0.0,0.2,0.0,0.0,-0.0,-0.0,-1.57,0.2,0.0,0.0,-0.0,-0.0,-0.0,0.3,0.0,0.0,-0.0,-0.0,1.57,0.1,0.0,0.0,1.57,-0.0,-0.0,0.3,0.0,0.0,-0.0,-0.5233333333,3.14,0.0,0.5,0.0]",183.400579834,3.81570601463,1.96950888634,-0.0593572556973,-0.0177593305707,-0.0344325192273,-0.114780828357,-0.045442469418,-0.0387702509761,-0.00461925100535,0,1.70408129692,-0.0148812681437,-0.0137371299788,2.7390704155,-0.0081120505929,-0.039548791945,
25,g000_p024,0,121.8,64.29,0,0,"[0.2,0.2,0.4,0.1,0.7,-0.0,-1.0466666667,1.57,0.1,0.0,0.0,1.57,-0.0,-0.0,0.2,0.0,0.0,1.0466666667,-0.0,-1.57,0.2,0.0,0.0,-0.0,-0.0,-0.0,0.3,0.0,0.0,-0.0,-0.5233333333,1.57,0.1,0.0,0.0,1.57,-0.0,-1.0466666667,0.3,0.0,0.0,-0.0,-0.0,3.14,0.0,0.5,0.0]",121.799161606,1.23623597622,1.63742482662,-0.00134769757278,-0.00108446239028,-0.783673465252,-0.108866080642,-0.0413692295551,-0.036960631609,-0.00477236043662,0,2.17653417587,0,-0.0569327622652,3.35845375061,-0.000300759566016,-0.0414199158549,
26,g000_p025,0,152.96,83.49,1,g001_p032,"[0.2,0.2,0.4,0.1,0.7,-0.0,1.0466666667,1.57,0.1,0.0,0.0,1.57,-0.0,-1.0466666667,0.2,0.0,0.0,-0.0,-0.0,-1.57,0.2,0.0,0.0,-0.0,-0.0,1.0466666667,0.3,0.0,0.0,-0.0,0.5233333333,1.57,0.1,0.0,0.0,1.57,-0.0,-0.0,0.3,0.0,0.0,-0.0,-0.0,3.14,0.0,0.5,0.0]",152.961082153,3.55383276939,1.84140396118,-0.0716647207737,-0.0593623630702,-0.768826246262,-0.284827113152,-0.0730862319469,-0.0540497414768,-0.00973002053797,0,1.45686852932,-0.0212282445282,-0.0788462162018,1.95990157127,-0.0847978815436,-0.0825906321406,
27,g000_p026,0,149.98,74.29,1,g001_p038,"[0.2,0.2,0.4,0.1,0.7,-0.0,-0.0,1.57,0.1,0.0,0.0,1.57,-0.0,-0.0,0.2,0.0,0.0,-0.5233333333,-0.0,-2.6166666667,0.2,0.0,0.0,-0.0,-0.0,-0.5233333333,0.3,0.0,0.0,-0.0,-0.0,1.57,0.1,0.0,0.0,1.0466666667,-0.0,-0.0,0.3,0.0,0.0,-0.0,-0.0,3.14,0.0,0.5,0.0]",149.975239432,3.58639097214,1.64130282402,-0.0624165944755,-0.0343225896358,-0.00696656992659,-0.224768087268,-0.0544008761644,-0.0349761843681,-0.00448493706062,0,1.10424804688,-0.0115414364263,-0.0191004015505,1.86418437958,-0.0314639024436,-0.0551075600088,
28,g000_p027,0,162.22,70.05,1,g001_p033,"[0.6,0.6,0.2,0.1,0.8,-0.0,1.57,1.57,0.0,0.0,0.1,-2.6166666667,-1.57,-0.5233333333,0.0,0.0,0.1,1.57,-0.0,-0.0,0.2,0.0,0.0,-0.0,-0.0,1.57,0.2,0.0,0.0,-0.0,1.57,0.5233333333,0.1,0.0,0.0,-0.0,-0.0,1.57,0.2,0.0,0.0,-0.0,0.5233333333,-1.57,0.2,0.0,0.0]",162.219771729,3.76762843132,1.83640027046,-0.122904442251,-0.208931386471,-0.00290120649152,-0.26203507185,-0.041621722281,-0.0573619417846,-0.00713411485776,0,1.20629882812,-0.0438376925886,-0.0167249888182,1.79839360714,-0.0426871776581,-0.155930355191,
29,g000_p028,0,160.43,81.55,1,g001_p034,"[0.6,0.6,0.2,0.1,0.8,-0.0,1.57,1.57,0.0,0.0,0.1,-1.57,-1.57,-1.57,0.0,0.0,0.1,1.57,-0.0,0.5233333333,0.2,0.0,0.0,-0.0,-0.0,2.6166666667,0.2,0.0,0.0,-1.0466666667,1.57,-0.0,0.1,0.0,0.0,-0.0,-0.0,1.57,0.2,0.0,0.0,-0.0,-0.0,-2.0933333333,0.2,0.0,0.0]",160.430025024,3.74595975876,1.79154193401,-0.0773552209139,-0.105573520064,-0.0117333568633,-0.185302898288,-0.0421709939837,-0.0534899830818,-0.00649328716099,0,1.08365893364,-0.0224748309702,-0.00779918022454,1.67938899994,-0.0654374957085,-0.116586051881,
30,g000_p029,0,192.82,62.32,1,g006_p040,"[0.2,0.2,0.4,0.1,0.7,-0.0,-0.5233333333,1.57,0.1,0.0,0.0,1.57,1.0466666667,-0.0,0.2,0.0,0.0,-0.0,-0.0,-1.57,0.2,0.0,0.0,-0.0,-0.0,-0.0,0.3,0.0,0.0,-0.0,-0.0,1.57,0.1,0.0,0.0,1.57,-0.0,0.5233333333,0.3,0.0,0.0,-0.0,-0.0,3.14,0.0,0.5,0.0]",192.823034973,3.93384051323,1.97767102718,-0.0484117865562,-0.0196401942521,-0.00578304147348,-0.11631231755,-0.0462945774198,-0.0443873219192,-0.0053531434387,0,1.9610799551,-0.055158726871,-0.018195386976,3.30131626129,-0.01015891321,-0.0660960450768,
31,g000_p030,0,60.61,89.85,1,g001_p036,"[0.5,0.6,1.0,0.2,0.4,2.6166666667,-1.0466666667,-0.0,0.6,0.1,0.0,1.57,-1.57,2.6166666667,0.5,0.2,0.3,-1.57,2.0933333333,0.5233333333,0.6,0.6,0.0,-0.0,2.6166666667,1.57,0.6,0.0,0.2,0.5233333333,-2.6166666667,-1.0466666667,0.2,0.7,0.7,1.0466666667,1.57,3.14,0.0,0.0,0.7,-0.5233333333,-1.0466666667,0.5233333333,0.0,0.6,0.3]",60.6088077211,1.18862402439,1.31625890732,-0.154105588794,-0.00738238310441,-0.325652807951,-0.209165900946,-0.0687394440174,-0.0111523745582,-0.00121881021187,0,1.50545251369,-0.00701365806162,-0.00649991584942,1.41439580917,-0.394289553165,-0.0287280157208,
32,g000_p031,0,118.17,76.44,1,g001_p047,"[0.9,0.2,0.3,0.1,0.8,2.0933333333,-0.0,-0.5233333333,0.0,0.3,0.0,2.6166666667,3.14,-3.14,0.1,0.3,0.1,1.57,2.0933333333,-1.57,0.4,0.4,0.2,-2.6166666667,0.5233333333,-0.0,0.1,0.0,0.4,0.5233333333,3.14,3.14,0.1,0.4,0.2,2.0933333333,1.0466666667,2.0933333333,0.5,0.1,0.2,-1.0466666667,-3.14,-3.14,0.0,0.3,0.4]",118.174826584,3.18558573723,1.81333303452,-0.0998099371791,-0.0764617845416,-0.0363610349596,-0.189351901412,-0.0774549394846,-0.060090765357,-0.0168729256839,0,1.06412768364,-0.0280678570271,-0.00496984599158,0.694569766521,-0.238736629486,-0.0718180909753,
33,g000_p032,0,111.41,40.53,0,0,"[0.9,0.6,0.6,0.5,0.2,2.6166666667,2.6166666667,1.57,0.7,0.7,0.6,-0.5233333333,1.0466666667,-2.0933333333,0.3,0.6,0.4,-3.14,-2.0933333333,-2.0933333333,0.4,0.5,0.5,3.14,-0.5233333333,2.6166666667,0.1,0.5,0.0,-3.14,-1.0466666667,-2.0933333333,0.2,0.4,0.5,-0.0,1.0466666667,-2.0933333333,0.4,0.1,0.7,2.6166666667,-1.57,-3.14,0.4,0.2,0.1]",111.405238037,1.26020884514,1.29157972336,-1.75716177182e-05,-1.62173500939e-06,-0.254897773266,-0.0921265780926,-0.042564895004,-0.0117319701239,-0.00113144167699,0,1.43994140625,0,-0.0150243155658,1.63095879555,-0.0809881091118,-0.0312531106174,
34,g000_p033,0,83.9,94.95,1,g002_p046,"[0.5,0.7,0.6,0.2,0.8,-2.6166666667,-2.6166666667,1.0466666667,0.7,0.7,0.5,3.14,3.14,-0.5233333333,0.1,0.7,0.1,2.6166666667,0.5233333333,-0.0,0.0,0.4,0.5,2.6166666667,2.0933333333,-2.0933333333,0.2,0.6,0.1,-2.6166666667,3.14,-2.6166666667,0.3,0.3,0.0,-0.0,-3.14,-2.6166666667,0.6,0.4,0.7,0.5233333333,3.14,1.57,0.3,0.6,0.1]",83.9024380112,1.36302471161,1.32182443142,-0.00279212882742,-0.000592254451476,-1.26526963711,-0.072992734611,-0.0648450702429,-0.0262824967504,-0.00462893862277,0,1,0,0,1.49176263809,-0.0488395690918,-0.0150114847347,
35,g000_p034,0,-14.55,28.41,0,0,"[0.6,0.4,0.5,0.5,0.4,-0.0,-1.57,-0.5233333333,0.1,0.1,0.0,1.0466666667,0.5233333333,3.14,0.3,0.1,0.7,-0.0,-1.0466666667,-1.57,0.0,0.3,0.2,-2.6166666667,-1.57,0.5233333333,0.6,0.5,0.2,-2.6166666667,1.57,0.5233333333,0.2,0.6,0.6,1.0466666667,0.5233333333,2.0933333333,0.5,0.7,0.7,2.0933333333,2.0933333333,-1.57,0.3,0.0,0.5]",-14.5455156142,1.2571823597,1.29211556911,-1.09831362352e-05,-3.39623184118e-05,-5.77979660034,-0.078973993659,-0.0643242523074,-0.0154308211058,-0.00127121969126,0,1.06599938869,-0.000281408953015,-0.00720709189773,1.50863552094,-4.24142035627e-06,-0.0108738858253,
36,g000_p035,0,-1.36,31.02,0,0,"[0.6,0.6,0.1,0.5,0.4,-1.0466666667,1.57,3.14,0.2,0.6,0.4,2.6166666667,2.6166666667,3.14,0.7,0.1,0.1,1.0466666667,-3.14,-2.6166666667,0.3,0.2,0.0,-1.0466666667,-3.14,3.14,0.7,0.5,0.2,3.14,-2.0933333333,2.0933333333,0.7,0.5,0.6,1.0466666667,1.0466666667,-3.14,0.1,0.1,0.6,3.14,-1.57,-1.0466666667,0.6,0.7,0.6]",-1.36143359572,1.10394906998,0.940951049328,-1.99565887451,-1.69329190254,-0.0811406970024,-0.778746783733,-0.128779098392,-0.0903357118368,-0.0331301912665,0,1.29864501953,-1.57838258019e-05,-0.0692668259144,0.567286610603,-3.60899043083,-0.130770981312,
37,g000_p036,0,59.98,37.67,0,0,"[1.0,1.0,0.4,0.1,0.2,2.6166666667,-2.0933333333,-1.0466666667,0.4,0.5,0.1,0.5233333333,-1.0466666667,-1.0466666667,0.6,0.6,0.6,-3.14,-2.0933333333,2.0933333333,0.2,0.3,0.4,2.6166666667,-0.5233333333,-3.14,0.0,0.7,0.6,-2.0933333333,0.5233333333,1.57,0.1,0.2,0.5,-0.0,-3.14,1.57,0.7,0.6,0.7,-3.14,-2.6166666667,0.5233333333,0.2,0.0,0.0]",59.9821108246,1.25159287453,1.29449284077,-0.00454666931182,-0.000640116049908,-0.227559506893,-0.0497526600957,-0.0455287322402,-0.00812404602766,-0.000450205145171,0,1.09936523438,0,-0.0191760137677,0.450912088156,-0.921014010906,-0.0101855648682,
